Code,Sum of Quantity Shipped,TimePeriod
COLEU,0,2023-06-11 00:00:00
COLEU,0,2023-06-12 00:00:00
COLEU,0,2023-06-18 00:00:00
COLEU,0,2023-06-19 00:00:00
CUPHE,2588939,
CUPHE,0,2022-06-21 00:00:00
CUPHE,0,2022-06-23 00:00:00
CUPHE,0,2022-06-24 00:00:00
CUPHE,0,2022-06-25 00:00:00
CUPHE,0,2022-07-01 00:00:00
CUPHE,0,2022-07-02 00:00:00
CUPHE,344,2022-07-04 00:00:00
CUPHE,0,2022-07-06 00:00:00
CUPHE,0,2022-07-08 00:00:00
CUPHE,1130,2022-07-14 00:00:00
CUPHE,0,2022-07-15 00:00:00
CUPHE,0,2022-07-16 00:00:00
CUPHE,0,2022-07-23 00:00:00
CUPHE,0,2022-07-27 00:00:00
CUPHE,0,2022-07-30 00:00:00
CUPHE,0,2022-08-01 00:00:00
CUPHE,0,2022-08-02 00:00:00
CUPHE,0,2022-08-06 00:00:00
CUPHE,0,2022-08-13 00:00:00
CUPHE,0,2022-08-16 00:00:00
CUPHE,0,2022-08-19 00:00:00
CUPHE,0,2022-08-22 00:00:00
CUPHE,0,2022-08-27 00:00:00
CUPHE,0,2022-09-02 00:00:00
CUPHE,0,2022-09-04 00:00:00
CUPHE,34141,2022-09-07 00:00:00
CUPHE,0,2022-09-09 00:00:00
CUPHE,0,2022-09-11 00:00:00
CUPHE,0,2022-09-12 00:00:00
CUPHE,0,2022-09-16 00:00:00
CUPHE,0,2022-09-19 00:00:00
CUPHE,0,2022-09-23 00:00:00
CUPHE,0,2022-09-30 00:00:00
CUPHE,0,2022-10-02 00:00:00
CUPHE,0,2022-10-03 00:00:00
CUPHE,0,2022-10-14 00:00:00
CUPHE,0,2022-10-16 00:00:00
CUPHE,263,2022-10-17 00:00:00
CUPHE,0,2022-10-18 00:00:00
CUPHE,0,2022-10-20 00:00:00
CUPHE,0,2022-10-26 00:00:00
CUPHE,0,2022-10-29 00:00:00
CUPHE,228,2022-10-31 00:00:00
CUPHE,0,2022-11-01 00:00:00
CUPHE,0,2022-11-06 00:00:00
CUPHE,0,2022-11-09 00:00:00
CUPHE,28830,2022-11-14 00:00:00
CUPHE,0,2022-11-15 00:00:00
CUPHE,0,2022-11-19 00:00:00
CUPHE,0,2022-11-21 00:00:00
CUPHE,0,2022-11-22 00:00:00
CUPHE,0,2022-11-26 00:00:00
CUPHE,0,2022-11-27 00:00:00
CUPHE,0,2022-11-30 00:00:00
CUPHE,0,2022-12-03 00:00:00
CUPHE,0,2022-12-04 00:00:00
CUPHE,3645,2022-12-05 00:00:00
CUPHE,0,2022-12-10 00:00:00
CUPHE,0,2022-12-11 00:00:00
CUPHE,491,2022-12-12 00:00:00
CUPHE,0,2022-12-17 00:00:00
CUPHE,0,2022-12-18 00:00:00
CUPHE,0,2022-12-19 00:00:00
CUPHE,0,2022-12-20 00:00:00
CUPHE,0,2022-12-24 00:00:00
CUPHE,0,2022-12-25 00:00:00
CUPHE,0,2022-12-26 00:00:00
CUPHE,0,2022-12-27 00:00:00
CUPHE,0,2022-12-31 00:00:00
CUPHE,0,2023-01-01 00:00:00
CUPHE,0,2023-01-02 00:00:00
CUPHE,0,2023-01-03 00:00:00
CUPHE,0,2023-01-04 00:00:00
CUPHE,0,2023-01-05 00:00:00
CUPHE,0,2023-01-06 00:00:00
CUPHE,0,2023-01-07 00:00:00
CUPHE,0,2023-01-08 00:00:00
CUPHE,0,2023-01-09 00:00:00
CUPHE,0,2023-01-11 00:00:00
CUPHE,0,2023-01-13 00:00:00
CUPHE,0,2023-01-14 00:00:00
CUPHE,0,2023-01-15 00:00:00
CUPHE,0,2023-01-16 00:00:00
CUPHE,0,2023-01-18 00:00:00
CUPHE,0,2023-01-20 00:00:00
CUPHE,0,2023-01-21 00:00:00
CUPHE,0,2023-01-22 00:00:00
CUPHE,0,2023-01-23 00:00:00
CUPHE,0,2023-01-25 00:00:00
CUPHE,0,2023-01-26 00:00:00
CUPHE,0,2023-01-27 00:00:00
CUPHE,0,2023-01-29 00:00:00
CUPHE,25522,2023-01-30 00:00:00
CUPHE,19555,2023-01-31 00:00:00
CUPHE,43503,2023-02-01 00:00:00
CUPHE,23775.5,2023-02-03 00:00:00
CUPHE,0,2023-02-04 00:00:00
CUPHE,0,2023-02-05 00:00:00
CUPHE,15306,2023-02-06 00:00:00
CUPHE,10872,2023-02-08 00:00:00
CUPHE,0,2023-02-09 00:00:00
CUPHE,10505.5,2023-02-10 00:00:00
CUPHE,0,2023-02-11 00:00:00
CUPHE,0,2023-02-12 00:00:00
CUPHE,22231,2023-02-13 00:00:00
CUPHE,26313,2023-02-15 00:00:00
CUPHE,15465,2023-02-17 00:00:00
CUPHE,0,2023-02-18 00:00:00
CUPHE,0,2023-02-19 00:00:00
CUPHE,45052,2023-02-20 00:00:00
CUPHE,99391,2023-02-22 00:00:00
CUPHE,17483.5,2023-02-24 00:00:00
CUPHE,0,2023-02-25 00:00:00
CUPHE,0,2023-02-26 00:00:00
CUPHE,21244,2023-02-27 00:00:00
CUPHE,2127,2023-03-01 00:00:00
CUPHE,5955,2023-03-03 00:00:00
CUPHE,0,2023-03-04 00:00:00
CUPHE,0,2023-03-05 00:00:00
CUPHE,6060,2023-03-06 00:00:00
CUPHE,0,2023-03-07 00:00:00
CUPHE,8548,2023-03-08 00:00:00
CUPHE,1691,2023-03-09 00:00:00
CUPHE,2303,2023-03-10 00:00:00
CUPHE,0,2023-03-11 00:00:00
CUPHE,0,2023-03-12 00:00:00
CUPHE,21420.5,2023-03-13 00:00:00
CUPHE,0,2023-03-14 00:00:00
CUPHE,9760,2023-03-16 00:00:00
CUPHE,0,2023-03-18 00:00:00
CUPHE,0,2023-03-19 00:00:00
CUPHE,10128.5,2023-03-20 00:00:00
CUPHE,0,2023-03-25 00:00:00
CUPHE,0,2023-03-26 00:00:00
CUPHE,14405.5,2023-03-27 00:00:00
CUPHE,6089,2023-03-31 00:00:00
CUPHE,0,2023-04-01 00:00:00
CUPHE,0,2023-04-02 00:00:00
CUPHE,2554,2023-04-03 00:00:00
CUPHE,0,2023-04-09 00:00:00
CUPHE,6460,2023-04-10 00:00:00
CUPHE,2066.5,2023-04-11 00:00:00
CUPHE,0,2023-04-16 00:00:00
CUPHE,8813.5,2023-04-17 00:00:00
CUPHE,0,2023-04-22 00:00:00
CUPHE,0,2023-04-23 00:00:00
CUPHE,6969,2023-04-24 00:00:00
CUPHE,0,2023-04-29 00:00:00
CUPHE,0,2023-04-30 00:00:00
CUPHE,858,2023-05-01 00:00:00
CUPHE,0,2023-05-06 00:00:00
CUPHE,0,2023-05-07 00:00:00
CUPHE,0,2023-05-08 00:00:00
CUPHE,0,2023-05-13 00:00:00
CUPHE,0,2023-05-14 00:00:00
CUPHE,0,2023-05-15 00:00:00
CUPHE,0,2023-05-20 00:00:00
CUPHE,0,2023-05-21 00:00:00
CUPHE,0,2023-05-22 00:00:00
CUPHE,0,2023-05-28 00:00:00
CUPHE,0,2023-05-29 00:00:00
CUPHE,0,2023-06-04 00:00:00
CUPHE,0,2023-06-05 00:00:00
CUPHE,0,2023-06-11 00:00:00
CUPHE,0,2023-06-12 00:00:00
CUPHE,0,2023-06-18 00:00:00
CUPHH,0,2023-01-21 00:00:00
CUPHH,0,2023-01-23 00:00:00
CUPHH,0,2023-02-04 00:00:00
CUPHH,0,2023-02-11 00:00:00
DIASC,534854,
DIASC,0,2022-06-21 00:00:00
DIASC,1794,2022-06-27 00:00:00
DIASC,0,2022-07-01 00:00:00
DIASC,0,2022-07-02 00:00:00
DIASC,0,2022-07-04 00:00:00
DIASC,0,2022-07-06 00:00:00
DIASC,0,2022-07-08 00:00:00
DIASC,825,2022-07-14 00:00:00
DIASC,488.5,2022-07-15 00:00:00
DIASC,0,2022-07-16 00:00:00
DIASC,0,2022-07-23 00:00:00
DIASC,0,2022-07-27 00:00:00
DIASC,0,2022-07-30 00:00:00
DIASC,0,2022-08-06 00:00:00
DIASC,7682,2022-08-08 00:00:00
DIASC,0,2022-08-13 00:00:00
DIASC,300,2022-08-15 00:00:00
DIASC,0,2022-08-16 00:00:00
DIASC,4168,2022-08-22 00:00:00
DIASC,0,2022-08-27 00:00:00
DIASC,1554,2022-08-29 00:00:00
DIASC,0,2022-09-02 00:00:00
DIASC,104,2022-09-05 00:00:00
DIASC,4630,2022-09-07 00:00:00
DIASC,0,2022-09-09 00:00:00
DIASC,0,2022-09-11 00:00:00
DIASC,5490,2022-09-12 00:00:00
DIASC,0,2022-09-16 00:00:00
DIASC,0,2022-09-23 00:00:00
DIASC,844,2022-09-26 00:00:00
DIASC,0,2022-09-30 00:00:00
DIASC,0,2022-10-03 00:00:00
DIASC,0,2022-10-09 00:00:00
DIASC,0,2022-10-14 00:00:00
DIASC,0,2022-10-18 00:00:00
DIASC,0,2022-10-20 00:00:00
DIASC,0,2022-10-22 00:00:00
DIASC,0,2022-10-26 00:00:00
DIASC,0,2022-11-01 00:00:00
DIASC,3805,2022-11-07 00:00:00
DIASC,0,2022-11-09 00:00:00
DIASC,0,2022-11-14 00:00:00
DIASC,0,2022-11-15 00:00:00
DIASC,0,2022-11-21 00:00:00
DIASC,0,2022-11-22 00:00:00
DIASC,0,2022-11-26 00:00:00
DIASC,0,2022-11-30 00:00:00
DIASC,0,2022-12-10 00:00:00
DIASC,0,2022-12-11 00:00:00
DIASC,0,2022-12-12 00:00:00
DIASC,0,2022-12-13 00:00:00
DIASC,0,2022-12-17 00:00:00
DIASC,0,2022-12-20 00:00:00
DIASC,0,2022-12-24 00:00:00
DIASC,0,2022-12-25 00:00:00
DIASC,0,2022-12-26 00:00:00
DIASC,0,2022-12-31 00:00:00
DIASC,0,2023-01-02 00:00:00
DIASC,0,2023-01-03 00:00:00
DIASC,0,2023-01-05 00:00:00
DIASC,0,2023-01-06 00:00:00
DIASC,0,2023-01-08 00:00:00
DIASC,0,2023-01-09 00:00:00
DIASC,0,2023-01-14 00:00:00
DIASC,0,2023-01-15 00:00:00
DIASC,0,2023-01-16 00:00:00
DIASC,0,2023-01-21 00:00:00
DIASC,0,2023-01-22 00:00:00
DIASC,0,2023-01-23 00:00:00
DIASC,0,2023-01-29 00:00:00
DIASC,0,2023-01-30 00:00:00
DIASC,0,2023-01-31 00:00:00
DIASC,0,2023-02-04 00:00:00
DIASC,0,2023-02-05 00:00:00
DIASC,5315.5,2023-02-06 00:00:00
DIASC,0,2023-02-11 00:00:00
DIASC,501,2023-02-13 00:00:00
DIASC,0,2023-02-18 00:00:00
DIASC,0,2023-02-19 00:00:00
DIASC,10562,2023-02-20 00:00:00
DIASC,495,2023-02-22 00:00:00
DIASC,0,2023-02-25 00:00:00
DIASC,0,2023-02-26 00:00:00
DIASC,1393.5,2023-02-27 00:00:00
DIASC,2705,2023-03-03 00:00:00
DIASC,0,2023-03-04 00:00:00
DIASC,0,2023-03-05 00:00:00
DIASC,1374,2023-03-06 00:00:00
DIASC,0,2023-03-10 00:00:00
DIASC,0,2023-03-11 00:00:00
DIASC,2723,2023-03-13 00:00:00
DIASC,0,2023-03-18 00:00:00
DIASC,0,2023-03-19 00:00:00
DIASC,0,2023-03-20 00:00:00
DIASC,0,2023-03-25 00:00:00
DIASC,0,2023-03-26 00:00:00
DIASC,0,2023-04-01 00:00:00
DIASC,0,2023-04-02 00:00:00
DIASC,157,2023-04-03 00:00:00
DIASC,0,2023-04-11 00:00:00
DIASC,0,2023-04-22 00:00:00
DIASC,0,2023-04-29 00:00:00
DIASC,0,2023-05-06 00:00:00
DIASC,0,2023-05-13 00:00:00
DIASC,0,2023-05-14 00:00:00
DIASC,1992,2023-05-15 00:00:00
EUPHO,6592629,
EUPHO,0,2022-07-01 00:00:00
EUPHO,0,2022-07-02 00:00:00
EUPHO,0,2022-07-08 00:00:00
EUPHO,0,2022-07-16 00:00:00
EUPHO,0,2022-07-23 00:00:00
EUPHO,0,2022-07-30 00:00:00
EUPHO,0,2022-08-06 00:00:00
EUPHO,0,2022-08-13 00:00:00
EUPHO,0,2022-08-16 00:00:00
EUPHO,0,2022-08-20 00:00:00
EUPHO,0,2022-08-27 00:00:00
EUPHO,0,2022-09-02 00:00:00
EUPHO,2874,2022-09-05 00:00:00
EUPHO,0,2022-09-09 00:00:00
EUPHO,0,2022-09-12 00:00:00
EUPHO,0,2022-09-16 00:00:00
EUPHO,0,2022-09-19 00:00:00
EUPHO,0,2022-09-23 00:00:00
EUPHO,0,2022-09-25 00:00:00
EUPHO,0,2022-09-26 00:00:00
EUPHO,0,2022-09-30 00:00:00
EUPHO,0,2022-10-02 00:00:00
EUPHO,0,2022-10-03 00:00:00
EUPHO,0,2022-10-09 00:00:00
EUPHO,0,2022-10-10 00:00:00
EUPHO,0,2022-10-14 00:00:00
EUPHO,0,2022-10-16 00:00:00
EUPHO,0,2022-10-18 00:00:00
EUPHO,0,2022-10-20 00:00:00
EUPHO,0,2022-10-23 00:00:00
EUPHO,0,2022-10-24 00:00:00
EUPHO,0,2022-10-26 00:00:00
EUPHO,0,2022-10-29 00:00:00
EUPHO,0,2022-10-30 00:00:00
EUPHO,0,2022-10-31 00:00:00
EUPHO,0,2022-11-01 00:00:00
EUPHO,0,2022-11-05 00:00:00
EUPHO,0,2022-11-06 00:00:00
EUPHO,0,2022-11-07 00:00:00
EUPHO,0,2022-11-09 00:00:00
EUPHO,0,2022-11-13 00:00:00
EUPHO,0,2022-11-14 00:00:00
EUPHO,0,2022-11-15 00:00:00
EUPHO,0,2022-11-19 00:00:00
EUPHO,0,2022-11-20 00:00:00
EUPHO,0,2022-11-21 00:00:00
EUPHO,0,2022-11-22 00:00:00
EUPHO,0,2022-11-26 00:00:00
EUPHO,0,2022-11-27 00:00:00
EUPHO,365,2022-11-28 00:00:00
EUPHO,0,2022-11-30 00:00:00
EUPHO,0,2022-12-03 00:00:00
EUPHO,0,2022-12-04 00:00:00
EUPHO,0,2022-12-05 00:00:00
EUPHO,0,2022-12-10 00:00:00
EUPHO,0,2022-12-11 00:00:00
EUPHO,1924,2022-12-12 00:00:00
EUPHO,0,2022-12-17 00:00:00
EUPHO,0,2022-12-18 00:00:00
EUPHO,0,2022-12-19 00:00:00
EUPHO,0,2022-12-20 00:00:00
EUPHO,0,2022-12-24 00:00:00
EUPHO,0,2022-12-25 00:00:00
EUPHO,0,2022-12-26 00:00:00
EUPHO,0,2022-12-27 00:00:00
EUPHO,0,2022-12-31 00:00:00
EUPHO,0,2023-01-01 00:00:00
EUPHO,0,2023-01-02 00:00:00
EUPHO,0,2023-01-03 00:00:00
EUPHO,0,2023-01-05 00:00:00
EUPHO,0,2023-01-08 00:00:00
EUPHO,0,2023-01-09 00:00:00
EUPHO,0,2023-01-14 00:00:00
EUPHO,0,2023-01-15 00:00:00
EUPHO,0,2023-01-16 00:00:00
EUPHO,0,2023-01-21 00:00:00
EUPHO,0,2023-01-22 00:00:00
EUPHO,0,2023-01-23 00:00:00
EUPHO,0,2023-01-29 00:00:00
EUPHO,0,2023-01-30 00:00:00
EUPHO,0,2023-02-04 00:00:00
EUPHO,0,2023-02-05 00:00:00
EUPHO,24772,2023-02-06 00:00:00
EUPHO,0,2023-02-11 00:00:00
EUPHO,0,2023-02-12 00:00:00
EUPHO,7352,2023-02-13 00:00:00
EUPHO,0,2023-02-18 00:00:00
EUPHO,0,2023-02-19 00:00:00
EUPHO,3476,2023-02-20 00:00:00
EUPHO,0,2023-02-25 00:00:00
EUPHO,0,2023-02-26 00:00:00
EUPHO,4677,2023-02-27 00:00:00
EUPHO,0,2023-03-04 00:00:00
EUPHO,0,2023-03-05 00:00:00
EUPHO,12494,2023-03-06 00:00:00
EUPHO,0,2023-03-07 00:00:00
EUPHO,0,2023-03-10 00:00:00
EUPHO,0,2023-03-11 00:00:00
EUPHO,0,2023-03-12 00:00:00
EUPHO,3472,2023-03-13 00:00:00
EUPHO,0,2023-03-18 00:00:00
EUPHO,0,2023-03-19 00:00:00
EUPHO,29387,2023-03-20 00:00:00
EUPHO,0,2023-03-25 00:00:00
EUPHO,0,2023-03-26 00:00:00
EUPHO,2475,2023-03-27 00:00:00
EUPHO,0,2023-04-01 00:00:00
EUPHO,0,2023-04-02 00:00:00
EUPHO,0,2023-04-03 00:00:00
EUPHO,0,2023-04-09 00:00:00
EUPHO,1752,2023-04-10 00:00:00
EUPHO,0,2023-04-11 00:00:00
EUPHO,0,2023-04-16 00:00:00
EUPHO,2940,2023-04-17 00:00:00
EUPHO,0,2023-04-22 00:00:00
EUPHO,0,2023-04-23 00:00:00
EUPHO,0,2023-04-24 00:00:00
EUPHO,0,2023-04-29 00:00:00
EUPHO,0,2023-04-30 00:00:00
EUPHO,0,2023-05-01 00:00:00
EUPHO,0,2023-05-06 00:00:00
EUPHO,0,2023-05-07 00:00:00
EUPHO,0,2023-05-08 00:00:00
EUPHO,0,2023-05-13 00:00:00
EUPHO,0,2023-05-14 00:00:00
EUPHO,0,2023-05-15 00:00:00
EUPHO,0,2023-05-20 00:00:00
EUPHO,0,2023-05-21 00:00:00
EUPHO,0,2023-05-22 00:00:00
EUPHO,0,2023-05-28 00:00:00
EUPHO,0,2023-05-29 00:00:00
EUPHO,0,2023-06-04 00:00:00
EUPHO,0,2023-06-05 00:00:00
EUPHO,0,2023-06-11 00:00:00
EUPHO,0,2023-06-12 00:00:00
EUPHO,0,2023-06-18 00:00:00
EUPHO,0,2023-06-19 00:00:00
EVOLV,741253,
EVOLV,0,2022-06-21 00:00:00
EVOLV,0,2022-06-23 00:00:00
EVOLV,0,2022-07-06 00:00:00
EVOLV,365,2022-07-14 00:00:00
EVOLV,0,2022-07-15 00:00:00
EVOLV,0,2022-07-27 00:00:00
EVOLV,0,2022-08-01 00:00:00
EVOLV,0,2022-08-06 00:00:00
EVOLV,0,2022-08-19 00:00:00
EVOLV,0,2022-08-22 00:00:00
EVOLV,0,2022-08-27 00:00:00
EVOLV,2058,2022-09-07 00:00:00
EVOLV,0,2022-09-11 00:00:00
EVOLV,0,2022-09-12 00:00:00
EVOLV,1624,2022-09-19 00:00:00
EVOLV,0,2022-09-26 00:00:00
EVOLV,0,2022-10-31 00:00:00
EVOLV,0,2022-11-07 00:00:00
EVOLV,0,2022-11-13 00:00:00
EVOLV,0,2022-11-20 00:00:00
EVOLV,0,2022-11-21 00:00:00
EVOLV,0,2022-11-26 00:00:00
EVOLV,0,2022-11-27 00:00:00
EVOLV,0,2022-11-28 00:00:00
EVOLV,0,2022-12-03 00:00:00
EVOLV,0,2022-12-04 00:00:00
EVOLV,0,2022-12-05 00:00:00
EVOLV,0,2022-12-10 00:00:00
EVOLV,11196,2022-12-12 00:00:00
EVOLV,0,2022-12-17 00:00:00
EVOLV,0,2022-12-18 00:00:00
EVOLV,0,2022-12-19 00:00:00
EVOLV,0,2022-12-20 00:00:00
EVOLV,0,2022-12-25 00:00:00
EVOLV,0,2022-12-26 00:00:00
EVOLV,0,2023-01-01 00:00:00
EVOLV,0,2023-01-02 00:00:00
EVOLV,0,2023-01-06 00:00:00
EVOLV,0,2023-01-08 00:00:00
EVOLV,0,2023-01-09 00:00:00
EVOLV,0,2023-01-11 00:00:00
EVOLV,0,2023-01-13 00:00:00
EVOLV,0,2023-01-15 00:00:00
EVOLV,0,2023-01-16 00:00:00
EVOLV,0,2023-01-20 00:00:00
EVOLV,0,2023-01-21 00:00:00
EVOLV,0,2023-01-22 00:00:00
EVOLV,0,2023-01-23 00:00:00
EVOLV,0,2023-01-26 00:00:00
EVOLV,0,2023-01-27 00:00:00
EVOLV,0,2023-01-29 00:00:00
EVOLV,15081,2023-01-30 00:00:00
EVOLV,17605,2023-02-01 00:00:00
EVOLV,7629.5,2023-02-03 00:00:00
EVOLV,0,2023-02-04 00:00:00
EVOLV,0,2023-02-05 00:00:00
EVOLV,11932.5,2023-02-06 00:00:00
EVOLV,0,2023-02-09 00:00:00
EVOLV,2717,2023-02-10 00:00:00
EVOLV,0,2023-02-11 00:00:00
EVOLV,0,2023-02-12 00:00:00
EVOLV,2791.5,2023-02-13 00:00:00
EVOLV,7563,2023-02-15 00:00:00
EVOLV,5555.5,2023-02-17 00:00:00
EVOLV,0,2023-02-19 00:00:00
EVOLV,5116,2023-02-20 00:00:00
EVOLV,32954,2023-02-22 00:00:00
EVOLV,1710,2023-02-24 00:00:00
EVOLV,0,2023-02-26 00:00:00
EVOLV,0,2023-02-27 00:00:00
EVOLV,12098,2023-03-01 00:00:00
EVOLV,4095,2023-03-03 00:00:00
EVOLV,800,2023-03-06 00:00:00
EVOLV,13506,2023-03-08 00:00:00
EVOLV,924,2023-03-09 00:00:00
EVOLV,0,2023-03-11 00:00:00
EVOLV,0,2023-03-12 00:00:00
EVOLV,341,2023-03-13 00:00:00
EVOLV,7022,2023-03-17 00:00:00
EVOLV,0,2023-03-19 00:00:00
EVOLV,2135,2023-03-20 00:00:00
EVOLV,0,2023-03-26 00:00:00
EVOLV,380.5,2023-03-27 00:00:00
EVOLV,5558.5,2023-03-31 00:00:00
EVOLV,0,2023-04-02 00:00:00
EVOLV,0,2023-04-03 00:00:00
EVOLV,0,2023-04-09 00:00:00
EVOLV,0,2023-04-10 00:00:00
EVOLV,455.5,2023-04-11 00:00:00
EVOLV,0,2023-04-16 00:00:00
EVOLV,0,2023-04-23 00:00:00
EVOLV,865,2023-04-24 00:00:00
EVOLV,0,2023-04-30 00:00:00
EVOLV,0,2023-05-07 00:00:00
EVOLV,1370,2023-05-08 00:00:00
EVOLV,0,2023-05-20 00:00:00
EVOLV,0,2023-05-28 00:00:00
EVOLV,0,2023-06-05 00:00:00
EXACU,79485,
EXACU,185,2022-07-04 00:00:00
EXACU,0,2022-08-20 00:00:00
EXACU,138,2022-08-22 00:00:00
EXACU,0,2022-08-27 00:00:00
EXACU,0,2022-09-23 00:00:00
EXACU,0,2022-09-25 00:00:00
EXACU,0,2022-09-30 00:00:00
EXACU,0,2022-10-03 00:00:00
EXACU,0,2022-10-14 00:00:00
EXACU,0,2022-10-17 00:00:00
EXACU,0,2022-10-18 00:00:00
EXACU,0,2022-10-20 00:00:00
EXACU,0,2022-10-26 00:00:00
EXACU,0,2022-11-01 00:00:00
EXACU,0,2022-11-09 00:00:00
EXACU,456,2022-11-14 00:00:00
EXACU,0,2022-11-15 00:00:00
EXACU,0,2022-11-21 00:00:00
EXACU,0,2022-11-22 00:00:00
EXACU,0,2022-11-26 00:00:00
EXACU,0,2022-11-30 00:00:00
EXACU,0,2022-12-10 00:00:00
EXACU,0,2022-12-17 00:00:00
EXACU,0,2022-12-19 00:00:00
EXACU,0,2022-12-24 00:00:00
EXACU,0,2022-12-26 00:00:00
EXACU,0,2022-12-31 00:00:00
EXACU,0,2023-01-02 00:00:00
EXACU,0,2023-01-03 00:00:00
EXACU,0,2023-01-05 00:00:00
EXACU,0,2023-01-08 00:00:00
EXACU,0,2023-01-09 00:00:00
EXACU,0,2023-01-14 00:00:00
EXACU,0,2023-01-15 00:00:00
EXACU,0,2023-01-16 00:00:00
EXACU,0,2023-01-21 00:00:00
EXACU,0,2023-01-23 00:00:00
EXACU,0,2023-01-28 00:00:00
EXACU,0,2023-02-04 00:00:00
EXACU,0,2023-02-05 00:00:00
EXACU,0,2023-02-11 00:00:00
EXACU,0,2023-02-12 00:00:00
EXACU,0,2023-02-18 00:00:00
EXACU,0,2023-02-19 00:00:00
EXACU,0,2023-02-25 00:00:00
EXACU,0,2023-03-04 00:00:00
EXACU,0,2023-03-06 00:00:00
EXACU,0,2023-03-11 00:00:00
EXACU,0,2023-03-18 00:00:00
EXACU,0,2023-03-19 00:00:00
EXACU,609,2023-03-20 00:00:00
EXACU,0,2023-03-25 00:00:00
EXACU,0,2023-03-26 00:00:00
EXACU,0,2023-04-01 00:00:00
EXACU,0,2023-04-02 00:00:00
EXACU,0,2023-04-11 00:00:00
EXACU,0,2023-04-22 00:00:00
EXACU,0,2023-04-29 00:00:00
EXACU,0,2023-04-30 00:00:00
EXACU,0,2023-05-06 00:00:00
EXACU,0,2023-05-13 00:00:00
GOMPH,124828,
GOMPH,0,2022-10-05 00:00:00
GOMPH,0,2022-10-09 00:00:00
GOMPH,0,2022-10-14 00:00:00
GOMPH,0,2022-10-16 00:00:00
GOMPH,0,2022-10-18 00:00:00
GOMPH,0,2022-10-20 00:00:00
GOMPH,0,2022-10-21 00:00:00
GOMPH,0,2022-10-23 00:00:00
GOMPH,0,2022-10-26 00:00:00
GOMPH,0,2022-10-31 00:00:00
GOMPH,0,2022-11-01 00:00:00
GOMPH,0,2022-11-06 00:00:00
GOMPH,0,2022-11-09 00:00:00
GOMPH,0,2022-11-14 00:00:00
GOMPH,0,2022-11-15 00:00:00
GOMPH,0,2022-11-19 00:00:00
GOMPH,0,2022-11-22 00:00:00
GOMPH,0,2022-11-26 00:00:00
GOMPH,1461,2022-11-28 00:00:00
GOMPH,0,2022-11-30 00:00:00
GOMPH,0,2022-12-03 00:00:00
GOMPH,0,2022-12-10 00:00:00
GOMPH,0,2022-12-12 00:00:00
GOMPH,0,2022-12-17 00:00:00
GOMPH,0,2022-12-24 00:00:00
GOMPH,0,2022-12-25 00:00:00
GOMPH,0,2022-12-26 00:00:00
GOMPH,0,2022-12-31 00:00:00
GOMPH,0,2023-01-02 00:00:00
GOMPH,0,2023-01-03 00:00:00
GOMPH,0,2023-01-05 00:00:00
GOMPH,0,2023-01-14 00:00:00
GOMPH,0,2023-01-15 00:00:00
GOMPH,0,2023-01-16 00:00:00
GOMPH,0,2023-01-21 00:00:00
GOMPH,0,2023-01-23 00:00:00
GOMPH,0,2023-01-29 00:00:00
GOMPH,0,2023-01-30 00:00:00
GOMPH,0,2023-02-04 00:00:00
GOMPH,0,2023-02-11 00:00:00
GOMPH,0,2023-02-18 00:00:00
GOMPH,0,2023-02-20 00:00:00
GOMPH,0,2023-02-25 00:00:00
GOMPH,0,2023-03-04 00:00:00
GOMPH,0,2023-03-11 00:00:00
GOMPH,2438,2023-03-13 00:00:00
GOMPH,0,2023-03-18 00:00:00
GOMPH,0,2023-03-19 00:00:00
GOMPH,29,2023-03-20 00:00:00
GOMPH,0,2023-03-25 00:00:00
GOMPH,0,2023-03-26 00:00:00
GOMPH,0,2023-04-01 00:00:00
GOMPH,0,2023-04-02 00:00:00
GOMPH,0,2023-04-09 00:00:00
GOMPH,302,2023-04-10 00:00:00
GOMPH,0,2023-04-11 00:00:00
GOMPH,0,2023-04-16 00:00:00
GOMPH,0,2023-04-22 00:00:00
GOMPH,0,2023-04-29 00:00:00
GOMPH,0,2023-04-30 00:00:00
GOMPH,0,2023-05-06 00:00:00
GOMPH,0,2023-05-13 00:00:00
GOMPH,0,2023-05-14 00:00:00
GOMPH,0,2023-05-20 00:00:00
GOMPH,0,2023-05-21 00:00:00
GOMPH,0,2023-06-05 00:00:00
GOMPH,0,2023-06-19 00:00:00
HELIA,0,2023-01-21 00:00:00
HELIA,0,2023-01-23 00:00:00
HELIA,0,2023-02-04 00:00:00
HELIA,0,2023-02-11 00:00:00
HELIC,805930,
HELIC,0,2022-06-21 00:00:00
HELIC,0,2022-06-23 00:00:00
HELIC,0,2022-08-01 00:00:00
HELIC,0,2022-08-02 00:00:00
HELIC,0,2022-08-08 00:00:00
HELIC,0,2022-08-19 00:00:00
HELIC,1968,2022-08-22 00:00:00
HELIC,0,2022-08-27 00:00:00
HELIC,0,2022-09-12 00:00:00
HELIC,2025,2022-09-26 00:00:00
HELIC,0,2022-10-03 00:00:00
HELIC,0,2022-10-09 00:00:00
HELIC,0,2022-10-15 00:00:00
HELIC,0,2022-10-30 00:00:00
HELIC,0,2022-11-07 00:00:00
HELIC,0,2022-11-15 00:00:00
HELIC,0,2022-11-20 00:00:00
HELIC,0,2022-11-21 00:00:00
